Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Joanne Ellis,F,Great Britain,GBR,2008,Beijing,Hockey,Hockey Women's Hockey,No medal
Stephanus Eloff,M,South Africa,RSA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Stephanus Eloff,M,South Africa,RSA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Julio Ferreira,M,Paraguay,PAR,2004,Athina,Football,Football Men's Football,Silver
Anton Endstorfer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Anton Endstorfer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hans Erni,M,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hans Erni,M,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Jos Barrn,M,A North American Team,MEX,1900,Paris,Polo,Polo Men's Polo,Bronze
Jos Barrn,M,A North American Team,MEX,1900,Paris,Polo,Polo Men's Polo,Bronze
Jos Barrn,M,A North American Team,MEX,1900,Paris,Polo,Polo Men's Polo,Bronze
Wharton Esherick,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Wharton Esherick,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Romano Cceda,M,Peru,PER,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Romano Cceda,M,Peru,PER,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Bernard Essers,M,Netherlands,NED,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Bernard Essers,M,Netherlands,NED,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
William Exshaw,M,Olle,GBR,1900,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
William Exshaw,M,Olle,GBR,1900,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
Carl Fagerberg,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Carl Fagerberg,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Frederick Farleigh,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Frederick Farleigh,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Frederick Farleigh,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges-mile Fauvelle,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Clara Fenton,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Clara Fenton,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Pedro Solari,M,Uruguay,URU,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Pedro Solari,M,Uruguay,URU,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Pedro Solari,M,Uruguay,URU,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Pedro Solari,M,Uruguay,URU,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Pedro Solari,M,Uruguay,URU,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Gustav Fjstad,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Gustav Fjstad,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Emil Flecken,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Emil Flecken,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Rosamund Fletcher,F,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Rosamund Fletcher,F,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Daniel Flynn,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Daniel Flynn,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Carlo Fontana,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Carlo Fontana,M,Italy,ITA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
douard Fraisse,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
douard Fraisse,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
douard Fraisse,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
douard Fraisse,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Robert Frank,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Philipus Freylinck,M,South Africa,RSA,1908,London,Cycling,Cycling Men's Sprint,No medal
Philipus Freylinck,M,South Africa,RSA,1908,London,Cycling,Cycling Men's Sprint,No medal
Arnold Friedman,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Arnold Friedman,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Arnold Friedman,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Arnold Friedman,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Harriet Frishmuth,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Harriet Frishmuth,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Sakuichi Fukazawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Sakuichi Fukazawa,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ryusei Furukawa,M,Japan,JPN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ryusei Furukawa,M,Japan,JPN,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Sears Gallagher,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Sears Gallagher,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Sears Gallagher,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Mario Gamero,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Mario Gamero,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Laura Fraser,F,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Laura Fraser,F,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Laura Fraser,F,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Laura Fraser,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Laura Fraser,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Laura Fraser,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Carl Gate,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Carl Gate,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Juan Buchardo,M,Argentina,ARG,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Juan Buchardo,M,Argentina,ARG,1932,Los Angeles,Art Competitions,Art Competitions Mixed Unknown Event,No medal
Georg Gelbke,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Gelbke,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Gelbke,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Gelbke,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Vincenzo Gemito,M,Italy,ITA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
K. George,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
K. George,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hlne Grard,F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hlne Grard,F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hlne Grard,F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hlne Grard,F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hlne Grard,F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hlne Grard,F,Belgium,BEL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Eduard Gerdes,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Eduard Gerdes,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Eduard Gerdes,M,Netherlands,NED,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Eduard Gerdes,M,Netherlands,NED,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Tibor Gergely,M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Tibor Gergely,M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Tibor Gergely,M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Tibor Gergely,M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Tibor Gergely,M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Tibor Gergely,M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Antonie Gerrits,M,Netherlands,NED,1908,London,Cycling,Cycling Men's Sprint,No medal
Antonie Gerrits,M,Netherlands,NED,1908,London,Cycling,Cycling Men's Sprint,No medal
Alfred Gerstenbrand,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Alfred Gerstenbrand,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Alfred Gerstenbrand,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Alfred Gerstenbrand,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
David Ghilchik,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
David Ghilchik,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
David Ghilchik,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
David Ghilchik,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
David Ghilchik,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
David Ghilchik,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
David Ghilchik,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
David Ghilchik,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Edward Gillett,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Edward Gillett,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Berthe (imer-),F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Berthe (imer-),F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Albert Glandaz,M,Colette-12,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Albert Glandaz,M,Colette-12,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Hermann Gloeckler,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Hermann Gloeckler,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Hermann Gloeckler,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hermann Gloeckler,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hermann Gloeckler,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Victor Godinet,M,Favorite-1,FRA,1900,Paris,Sailing,Sailing Mixed 2-3 Ton,Silver
Victor Godinet,M,Favorite-1,FRA,1900,Paris,Sailing,Sailing Mixed 2-3 Ton,Silver
Anne Goldthwaite,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Anne Goldthwaite,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Anne Goldthwaite,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Golinkin,M,United States,USA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Julio Ferreira,M,Paraguay,PAR,2004,Athina,Football,Football Men's Football,Silver
Bruno Gtze,M,Germany,GER,1908,London,Cycling,Cycling Men's Sprint,No medal
Bruno Gtze,M,Germany,GER,1908,London,Cycling,Cycling Men's Sprint,No medal
Alan Gourley,M,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Alan Gourley,M,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Landre Grandmoulin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Landre Grandmoulin,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Gerardus Grauss,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Gerardus Grauss,M,Netherlands,NED,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Henri Grber,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Henri Grber,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Edwin Grienauer,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Edwin Grienauer,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Edwin Grienauer,M,Austria,AUT,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Imre Gross,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Imre Gross,M,Great Britain,GBR,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Wadysaw Gruberski,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Wadysaw Gruberski,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Wadysaw Gruberski,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Wadysaw Gruberski,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Wadysaw Gruberski,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Wadysaw Gruberski,M,Poland,POL,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",No medal
Paul Gruson,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Paul Gruson,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Maurice Rivire,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Gavin Hadden,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Gavin Hadden,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Gavin Hadden,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Gavin Hadden,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Hermann Hahn,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hermann Hahn,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hermann Hahn,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Alfrd (guttmann-),M,Hungary,HUN,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
