NOC,Sport,Year,gold_number,silver_number,bronze_number,total_number,athletes_number,score
GBR,Boxing,1908,5,4,5,14,32,117
GBR,Diving,1906,0,0,0,0,2,0
GBR,Athletics,1906,3,5,1,9,36,77
GBR,Rowing,1906,0,0,0,0,1,0
GBR,Fencing,1906,0,4,0,4,7,32
GBR,Gymnastics,1906,0,0,0,0,4,0
GBR,Cycling,1906,3,3,0,6,20,54
GBR,Shooting,1906,2,0,2,4,21,34
GBR,Football,1906,0,8,0,8,8,64
GBR,Swimming,1906,1,2,5,8,14,61
GBR,Fencing,1904,0,0,0,0,1,0
GBR,Golf,1904,0,0,0,0,2,0
GBR,Athletics,1904,1,1,0,2,3,18
GBR,Water Polo,1900,6,0,1,7,7,67
GBR,Athletics,1900,7,3,2,12,19,108
GBR,Equestrianism,1900,0,0,0,0,1,0
GBR,Rowing,1900,0,0,1,1,1,7
GBR,Polo,1900,3,2,1,6,6,53
GBR,Rugby,1900,0,15,0,15,15,120
GBR,Sailing,1900,11,1,1,13,18,125
GBR,Tennis,1900,6,2,6,14,16,118
GBR,Fencing,1900,0,0,0,0,3,0
GBR,Golf,1900,0,1,1,2,5,15
GBR,Gymnastics,1900,0,0,0,0,4,0
GBR,Shooting,1900,0,0,0,0,1,0
GBR,Cricket,1900,12,9,0,21,21,192
GBR,Cycling,1900,0,1,0,1,2,8
GBR,Swimming,1900,2,0,1,3,14,27
GBR,Football,1900,11,0,1,12,12,117
GBR,Wrestling,1896,0,0,0,0,1,0
GBR,Athletics,1896,0,1,1,2,7,15
GBR,Weightlifting,1896,1,1,0,2,2,18
GBR,Cycling,1896,0,1,1,2,5,15
GBR,Shooting,1896,0,0,0,0,5,0
GBR,Gymnastics,1896,0,0,0,0,1,0
GBR,Tennis,1896,2,0,1,3,4,27
