NOC,Sport,Year,gold_number,silver_number,bronze_number,total_number,athletes_number,score
FRA,Rugby,1920,0,15,0,15,15,120
FRA,Football,1920,0,0,0,0,11,0
FRA,Figure Skating,1920,0,0,0,0,2,0
FRA,Boxing,1920,1,1,1,3,15,25
FRA,Archery,1920,1,18,8,27,27,210
FRA,Tennis,1920,3,0,4,7,21,58
FRA,Cycling,1920,4,0,1,5,21,47
FRA,Equestrianism,1920,0,4,0,4,30,32
FRA,Water Polo,1912,0,0,0,0,8,0
FRA,Sailing,1912,3,0,0,3,3,30
FRA,Wrestling,1912,0,0,0,0,6,0
FRA,Athletics,1912,0,5,0,5,56,40
FRA,Shooting,1912,2,0,0,2,65,20
FRA,Gymnastics,1912,0,1,0,1,6,8
FRA,Rowing,1912,0,0,0,0,19,0
FRA,Modern Pentathlon,1912,0,0,0,0,2,0
FRA,Art Competitions,1912,0,1,0,1,10,8
FRA,Tennis,1912,4,0,4,8,12,68
FRA,Cycling,1912,0,0,0,0,24,0
FRA,Swimming,1912,0,0,0,0,3,0
FRA,Equestrianism,1912,1,4,1,6,18,49
FRA,Athletics,1908,0,1,5,6,35,43
FRA,Sailing,1908,0,0,3,3,3,21
FRA,Tennis,1908,0,0,0,0,1,0
FRA,Boxing,1908,0,0,0,0,7,0
FRA,Gymnastics,1908,0,0,1,1,59,7
FRA,Swimming,1908,0,0,0,0,4,0
FRA,Cycling,1908,2,2,2,6,55,50
FRA,Archery,1908,1,1,1,3,25,25
FRA,Motorboating,1908,1,0,0,1,1,10
FRA,Hockey,1908,0,0,0,0,12,0
FRA,Fencing,1908,8,1,1,10,33,95
FRA,Football,1908,0,0,0,0,22,0
FRA,Shooting,1908,0,0,10,10,52,70
FRA,Weightlifting,1906,0,0,1,1,2,7
FRA,Football,1906,0,3,0,3,3,24
FRA,Wrestling,1906,0,0,0,0,2,0
FRA,Shooting,1906,4,3,9,16,66,127
FRA,Athletics,1906,1,0,0,1,23,10
FRA,Rowing,1906,1,6,11,18,24,135
FRA,Fencing,1906,6,1,1,8,13,75
FRA,Cycling,1906,1,2,4,7,22,54
FRA,Tennis,1906,5,1,0,6,8,58
FRA,Swimming,1906,0,0,0,0,3,0
FRA,Gymnastics,1906,2,0,2,4,8,34
FRA,Athletics,1904,0,2,0,2,2,16
FRA,Water Polo,1900,0,0,14,14,27,98
FRA,Archery,1900,4,5,4,13,18,108
FRA,Shooting,1900,2,6,6,14,62,110
FRA,Sailing,1900,8,25,29,62,191,483
FRA,Rugby,1900,15,0,0,15,15,150
FRA,Athletics,1900,0,8,2,10,29,78
FRA,Football,1900,0,13,0,13,13,104
FRA,Fencing,1900,5,5,5,15,253,125
FRA,Gymnastics,1900,1,1,1,3,108,25
FRA,Cycling,1900,2,1,2,5,71,42
FRA,Equestrianism,1900,2,2,4,8,46,64
FRA,Rowing,1900,6,7,3,16,59,137
FRA,Swimming,1900,1,6,5,12,81,93
FRA,Tennis,1900,0,3,2,5,19,38
FRA,Golf,1900,0,0,0,0,7,0
FRA,Polo,1900,0,1,3,4,8,29
FRA,Cricket,1900,0,3,0,3,3,24
FRA,Croquet,1900,4,2,2,8,19,70
FRA,Tug-Of-War,1900,0,5,0,5,5,40
FRA,Shooting,1896,0,0,0,0,1,0
FRA,Fencing,1896,1,2,0,3,4,26
FRA,Gymnastics,1896,0,0,0,0,1,0
FRA,Tennis,1896,0,0,0,0,1,0
FRA,Cycling,1896,4,1,1,6,7,55
FRA,Athletics,1896,0,1,1,2,12,15
