NOC,Sport,Year,gold_number,silver_number,bronze_number,total_number,athletes_number,score
USA,Swimming,1924,16,5,5,26,34,235
USA,Diving,1924,4,4,3,11,15,93
USA,Cycling,1920,0,0,0,0,20,0
USA,Gymnastics,1920,0,0,0,0,4,0
USA,Modern Pentathlon,1920,0,0,0,0,2,0
USA,Figure Skating,1920,0,0,1,1,4,7
USA,Rugby,1920,15,0,0,15,15,150
USA,Rowing,1920,12,5,0,17,17,160
USA,Swimming,1920,14,5,3,22,40,201
USA,Shooting,1920,46,8,10,64,106,594
USA,Athletics,1920,16,12,8,36,120,312
USA,Wrestling,1920,1,2,3,6,20,47
USA,Diving,1920,3,2,3,8,19,67
USA,Fencing,1920,0,0,5,5,37,35
USA,Ice Hockey,1920,0,11,0,11,11,88
USA,Boxing,1920,3,0,1,4,16,37
USA,Tug-Of-War,1920,0,0,0,0,8,0
USA,Water Polo,1920,0,0,0,0,12,0
USA,Equestrianism,1920,0,0,0,0,17,0
USA,Polo,1920,0,0,4,4,4,28
USA,Art Competitions,1912,1,0,0,1,1,10
USA,Swimming,1912,2,4,1,7,15,59
USA,Equestrianism,1912,0,0,4,4,13,28
USA,Athletics,1912,23,14,12,49,183,426
USA,Fencing,1912,0,0,0,0,30,0
USA,Modern Pentathlon,1912,0,0,0,0,1,0
USA,Tennis,1912,0,0,0,0,1,0
USA,Cycling,1912,0,0,10,10,18,70
USA,Wrestling,1912,0,0,0,0,2,0
USA,Diving,1912,0,0,0,0,6,0
USA,Shooting,1912,20,7,9,36,94,319
USA,Wrestling,1908,2,0,0,2,6,20
USA,Shooting,1908,11,2,1,14,33,133
USA,Swimming,1908,1,0,4,5,14,38
USA,Diving,1908,0,0,1,1,4,7
USA,Archery,1908,0,0,1,1,2,7
USA,Tug-Of-War,1908,0,0,0,0,8,0
USA,Athletics,1908,19,14,8,41,143,358
USA,Figure Skating,1908,0,0,0,0,1,0
USA,Jeu De Paume,1908,1,0,0,1,2,10
USA,Cycling,1908,0,0,0,0,5,0
USA,Diving,1906,0,0,0,0,1,0
USA,Swimming,1906,1,0,0,1,8,10
USA,Wrestling,1906,0,0,0,0,2,0
USA,Tennis,1906,0,0,0,0,4,0
USA,Athletics,1906,11,6,6,23,66,200
USA,Tug-Of-War,1904,5,5,4,14,19,118
USA,Football,1904,0,11,12,23,23,172
USA,Water Polo,1904,7,7,7,21,21,175
USA,Athletics,1904,26,25,21,72,158,607
USA,Lacrosse,1904,0,12,0,12,12,96
USA,Rowing,1904,18,9,9,36,37,315
USA,Cycling,1904,7,7,7,21,60,175
USA,Diving,1904,1,0,1,2,2,17
USA,Swimming,1904,7,7,8,22,44,182
USA,Wrestling,1904,5,6,6,17,40,140
USA,Weightlifting,1904,1,2,0,3,4,26
USA,Tennis,1904,3,3,6,12,55,96
USA,Roque,1904,1,1,1,3,4,25
USA,Gymnastics,1904,16,13,15,44,413,369
USA,Golf,1904,10,11,12,33,100,272
USA,Archery,1904,12,8,8,28,70,240
USA,Boxing,1904,7,7,4,18,24,154
USA,Fencing,1904,2,7,4,13,20,104
USA,Polo,1900,2,1,1,4,4,35
USA,Swimming,1900,0,0,0,0,2,0
USA,Rugby,1900,1,0,0,1,1,10
USA,Cycling,1900,0,0,1,1,2,7
USA,Sailing,1900,0,0,2,2,4,14
USA,Golf,1900,2,1,1,4,9,35
USA,Fencing,1900,0,0,0,0,3,0
USA,Tennis,1900,0,1,2,3,10,22
USA,Rowing,1900,9,0,0,9,9,90
USA,Athletics,1900,16,13,10,39,91,334
USA,Swimming,1896,0,0,0,0,2,0
USA,Shooting,1896,2,1,0,3,4,28
USA,Athletics,1896,9,6,2,17,21,152
